Id,SalePrice
1705,215914.12
1706,435258.2
1707,185664.1
1708,185313.89
1709,268665.84
1710,214512.45
1711,260014.39
1712,248332.73
1713,273192.9
1714,207902.7
1715,183144.58
1716,177754.55
1717,160491.45
1718,127071.71
1719,204662.17
1720,228620.45
1721,167288.66
1722,128221.016
1723,154229.7
1724,208318.45
1725,225412.17
1726,169197.81
1727,132803.5
1728,158792.77
1729,151481.27
1730,151816.3
1731,129104.234
1732,116616.69
1733,107470.56
1734,102603.91
1735,132576.9
1736,116470.8
1737,344441.28
1738,232984.92
1739,300839.78
1740,207833.05
1741,177765.72
1742,150467.2
1743,156087.66
1744,290490.56
1745,221402.66
1746,225104.17
1747,228971.38
1748,239521.86
1749,141329.6
1750,143327.83
1751,261242.33
1752,109652.95
1753,145182.31
1754,218544.95
1755,147489.25
1756,173709.45
1757,121644.25
1758,128643.17
1759,152158.11
1760,156441.81
1761,164312.73
1762,190057.88
1763,155132.61
1764,101992.52
1765,194743.1
1766,193157.86
1767,260203.55
1768,138858.64
1769,181122.48
1770,135953.53
1771,110367.99
1772,124141.234
1773,126778.11
1774,125458.16
1775,130650.12
1776,128022.64
1777,115464.69
1778,137848.62
1779,85125.55
1780,183364.42
1781,124185.66
1782,83868.27
1783,139252.8
1784,101924.23
1785,128484.22
1786,235241.58
1787,164099.39
1788,114657.734
1789,101535.28
1790,59382.887
1791,214537.83
1792,163908.06
1793,140480.4
1794,160222.48
1795,127508.16
1796,96496.734
1797,134886.45
1798,114318.62
1799,117491
1800,108662.23
1801,111875.805
1802,118706.37
1803,139512.2
1804,141072.78
1805,136139.98
1806,119228.72
1807,129848.05
1808,133797.67
1809,142783.67
1810,141613.7
1811,138129.05
1812,124190.34
1813,113862.055
1814,87377.516
1815,66527.19
1816,102879.92
1817,92862.92
1818,148258.14
1819,96702.984
1820,99544.65
1821,117302.16
1822,155576.2
1823,96966.7
1824,112814.125
1825,115670.29
1826,76385.234
1827,85390.4
1828,124055.89
1829,132093.42
1830,140224.95
1831,158793.03
1832,122846.17
1833,124552.11
1834,109387.89
1835,158254.98
1836,111495.72
1837,113258.53
1838,136225.22
1839,121494.59
1840,148423.39
1841,109970.64
1842,82928.8
1843,125447.22
1844,108251.19
1845,117264.8
1846,142555.14
1847,150200.58
1848,90215.02
1849,95185.47
1850,110126.42
1851,149138.77
1852,117187.875
1853,102376.33
1854,169089.72
1855,146690.27
1856,226375.11
1857,176574.44
1858,144810.92
1859,107248.914
1860,136688.17
1861,106731.49
1862,305406.84
1863,297644.16
1864,297719.75
1865,324957.03
1866,309850.66
1867,232108.06
1868,298351.28
1869,205772.5
1870,240918.48
1871,237287.25
1872,166324.53
1873,227074.95
1874,151700.17
1875,209080.98
1876,191040.38
1877,213062.95
1878,205088.14
1879,119257.05
1880,137784.62
1881,262487.53
1882,246345.83
1883,185836.7
1884,195546.14
1885,259921.25
1886,276966.7
1887,211730.77
1888,295814.6
1889,162159.08
1890,111804.1
1891,128907.766
1892,103421.77
1893,133365.95
1894,156106.08
1895,126787.47
1896,122190.67
1897,117100.61
1898,107697.14
1899,150200.7
1900,140740.7
1901,155055.89
1902,131221.73
1903,216445.5
1904,125403.375
1905,169334.05
1906,144875.52
1907,205387.2
1908,90968.48
1909,124998.375
1910,112697.04
1911,178081.53
1912,306810.1
1913,156925.52
1914,85166.22
1915,251563.69
1916,62154.004
1917,264131.4
1918,131072.42
1919,188158.83
1920,164639.58
1921,373949.03
1922,300122.4
1923,205191.36
1924,241015.55
1925,216620.39
1926,364796.8
1927,125870.12
1928,152954.48
1929,125467.234
1930,114122.81
1931,135093.8
1932,120880.45
1933,192937.53
1934,184553.7
1935,167693.89
1936,184986.67
1937,181054.2
1938,157490.03
1939,234017.11
1940,164718.67
1941,174346.03
1942,169258.94
1943,178291.86
1944,317797.47
1945,339753.78
1946,157572.5
1947,275894.53
1948,225576.84
1949,241853.92
1950,173058.55
1951,273587.34
1952,225022.73
1953,160138.38
1954,207963.72
1955,122757.46
1956,334150.4
1957,150554.55
1958,316704.06
1959,144173.03
1960,105269.17
1961,121886.09
1962,85817.016
1963,94548.17
1964,99441.3
1965,131095.36
1966,121169.81
1967,272053.72
1968,394002.78
1969,360367.38
1970,398039.7
1971,433337.72
1972,357861.38
1973,257960.48
1974,301743.97
1975,469685.53
1976,283552.7
1977,362324.34
1978,336981.44
1979,300183.25
1980,190981.78
1981,317871.62
1982,210871.95
1983,185480.3
1984,168626.98
1985,225150.12
1986,226340.61
1987,159482.92
1988,169844.11
1989,183767.27
1990,203483.78
1991,206202.52
1992,226040.8
1993,158049.83
1994,255602.48
1995,186341.34
1996,270704.34
1997,284414.44
1998,338547.56
1999,259407.38
2000,286581.4
2001,243766.27
2002,251940.2
2003,268075.06
2004,271924.06
2005,222973.12
2006,194707.67
2007,250370.77
2008,194918.42
2009,166249.95
2010,196339.11
2011,131436.3
2012,157408.1
2013,162757.14
2014,170708.45
2015,173419.39
2016,173943.78
2017,182576.11
2018,124656.31
2019,137223.89
2020,114463.34
2021,108206.57
2022,203092.53
2023,126811.31
2024,270122.03
2025,338034.62
2026,156447.92
2027,137419.1
2028,135810.9
2029,143205.78
2030,246117.02
2031,225673.86
2032,228096.33
2033,243648
2034,147839.55
2035,216033.92
2036,184613.75
2037,191691.86
2038,278784.44
2039,198452.7
2040,393556.72
2041,283939.56
2042,192811.45
2043,161951.3
2044,196905.25
2045,210284.67
2046,131994.38
2047,137046.8
2048,137366.5
2049,150087.66
2050,169861.38
2051,93967.13
2052,128485.25
2053,130471.05
2054,92096.89
2055,137850.06
2056,128991.2
2057,108924.57
2058,228938.89
2059,118660.625
2060,172030.55
2061,181141.05
2062,129012.83
2063,103757.555
2064,130496.695
2065,108475.15
2066,150499.2
2067,120735.67
2068,142909.58
2069,75686.43
2070,108653.63
2071,84626.25
2072,154438.86
2073,142399.92
2074,209858.8
2075,125057.52
2076,116962.55
2077,128986.69
2078,109490.61
2079,114178.95
2080,109401.8
2081,118364.41
2082,160578.02
2083,124360.75
2084,106162.41
2085,111318.84
2086,117400.195
2087,115729.94
2088,69443.45
2089,80516.68
2090,141898.72
2091,117675.83
2092,108689.16
2093,120550.7
2094,118437.27
2095,141181.22
2096,81614.81
2097,148315.7
2098,134571.39
2099,76882.69
2100,114688.445
2101,115640.234
2102,125835.3
2103,85365.3
2104,152379.53
2105,162045.4
2106,56686.72
2107,229835.83
2108,108311.69
2109,96096.89
2110,108699.07
2111,141799.8
2112,119177.016
2113,105432.18
2114,132105.3
2115,150461.9
2116,104329.57
2117,115217.09
2118,96352.1
2119,105150.055
2120,104415.484
2121,91575.266
2122,102584
2123,67210.06
2124,159258.44
2125,128524.67
2126,125111.7
2127,185992.36
2128,130131.76
2129,81963.39
2130,134908.47
2131,169763.33
2132,95606.87
2133,106213.78
2134,97528.17
2135,98330.664
2136,105036.586
2137,102020
2138,125916.55
2139,139728.45
2140,138137.08
2141,145961.75
2142,97246.81
2143,136935.61
2144,119579.43
2145,139178.3
2146,185850.45
2147,139095.88
2148,126682.34
2149,137653.62
2150,225279
2151,87717.53
2152,174186.33
2153,193659.27
2154,119241.49
2155,142300.73
2156,270227.62
2157,247499.7
2158,233853.1
2159,213568.42
2160,170421.52
2161,241546.81
2162,427320.12
2163,344878.84
2164,224799.08
2165,166335.12
2166,152989.5
2167,203057.58
2168,183227.73
2169,191672.17
2170,177955.36
2171,142596.86
2172,126358.055
2173,163325.88
2174,232731.73
2175,299395.97
2176,295081.22
2177,240751.48
2178,219906.8
2179,130042.2
2180,208400.7
2181,179006.69
2182,218874.66
2183,177416.86
2184,126465.33
2185,107962.125
2186,166062.88
2187,131036.93
2188,150804.64
2189,427636.78
2190,100808.47
2191,100228.516
2192,108895.6
2193,117114.66
2194,147001.64
2195,116003.83
2196,99701.375
2197,108282.39
2198,146251.12
2199,174355.98
2200,109895.49
2201,104537.6
2202,165637.36
2203,115927.63
2204,150165.62
2205,96844.22
2206,121856.11
2207,219532.95
2208,253072.94
2209,248466.19
2210,103953.7
2211,112633.81
2212,112901.08
2213,148067.92
2214,124719.86
2215,85711.46
2216,133081.38
2217,82858.54
2218,95350.85
2219,81836.55
2220,89428.72
2221,253859.25
2222,234687.36
2223,319779.97
2224,218455.81
2225,146181.58
2226,192866.39
2227,183413.44
2228,258816.47
2229,248159.22
2230,133631.17
2231,207208.75
2232,178881.23
2233,182833.92
2234,234084.78
2235,203693.97
2236,271283.28
2237,353890.22
2238,185596.45
2239,111239.59
2240,145372.52
2241,157035.05
2242,110535.46
2243,116436.57
2244,94331.03
2245,81431.195
2246,136210.62
2247,134854.3
2248,122248.83
2249,118013.59
2250,130419.875
2251,169664.2
2252,185928.7
2253,143181.06
2254,165886.22
2255,187810.73
2256,170721.25
2257,223836.33
2258,140389.42
2259,162208.2
2260,176778.8
2261,158361.45
2262,187973.39
2263,349606.94
2264,509502.9
2265,242656.77
2266,257660.08
2267,364917.1
2268,366390.4
2269,136035.08
2270,193661.25
2271,233929.4
2272,209024.95
2273,160732.84
2274,181110.77
2275,182619.25
2276,179210.89
2277,196921.75
2278,146431.23
2279,107713.94
2280,109790.84
2281,143925.52
2282,179251.3
2283,94209.95
2284,108502.42
2285,120435.67
2286,130720.266
2287,316154.75
2288,257819.23
2289,382038.44
2290,405080.03
2291,310887.72
2292,424831.94
2293,424513.53
2294,355444.38
2295,445946.03
2296,300185.34
2297,292461.84
2298,312065.84
2299,347620.4
2300,329367.16
2301,261774.77
2302,249233.2
2303,222735.42
2304,251211.14
2305,180134.31
2306,183830.64
2307,175655.11
2308,204925.27
2309,253594.42
2310,186155.03
2311,193902.02
2312,174249.52
2313,166526.23
2314,152455.36
2315,163545.17
2316,181758.11
2317,171056.6
2318,158937.6
2319,167114.9
2320,169654.5
2321,244312.94
2322,167300.5
2323,176860.61
2324,171833.05
2325,210158.36
2326,166187.28
2327,201351.67
2328,215639.6
2329,181625.3
2330,178508.6
2331,349101.1
2332,366653.9
2333,319370.6
2334,256868.77
2335,257064.81
2336,326610.97
2337,187167.7
2338,275531.84
2339,214628.66
2340,393610.97
2341,263859.9
2342,226989.48
2343,213918.33
2344,226923.7
2345,244788.52
2346,191805.9
2347,175166.34
2348,227509.2
2349,157424.4
2350,280481.9
2351,235047.89
2352,260227.39
2353,262487.44
2354,119569.05
2355,132558.05
2356,151240.67
2357,180337.44
2358,184317.22
2359,122725.67
2360,107361.805
2361,148654.16
2362,287157.66
2363,132159.58
2364,175313.53
2365,210614.03
2366,159245.78
2367,191535.28
2368,194664.34
2369,213001.95
2370,146741.95
2371,146087.55
2372,171160.61
2373,270755.47
2374,306980.53
2375,223311.19
2376,315866.2
2377,357195.16
2378,130768.26
2379,224241.89
2380,139064.27
2381,169813.52
2382,215518.48
2383,205761.27
2384,243592.95
2385,154466.52
2386,122703.1
2387,119665.8
2388,95102.02
2389,106246.31
2390,116736.234
2391,132234.55
2392,114236.72
2393,157645.78
2394,111509.125
2395,211663.25
2396,123218.92
2397,239553.33
2398,122752.47
2399,97077.63
2400,131382.98
2401,112553.56
2402,124379.95
2403,128641.63
2404,122999
2405,141447.42
2406,147753.88
2407,132641.17
2408,135580.98
2409,114688.59
2410,191507.89
2411,109849.93
2412,140115.92
2413,123331.3
2414,149525.48
2415,120246.7
2416,117095.984
2417,143535.95
2418,138200.36
2419,108916.7
2420,119871.18
2421,103045.13
2422,87454.75
2423,135135.03
2424,122125.95
2425,333079.9
2426,124819.266
2427,170225.55
2428,162021.42
2429,112421.1
2430,137853.28
2431,101225.58
2432,122675.14
2433,138476.58
2434,129905.125
2435,148474.31
2436,98740.266
2437,100541.19
2438,102108.445
2439,98475.76
2440,108596.734
2441,97639.81
2442,88083.34
2443,130603.125
2444,132952.02
2445,98492.32
2446,156408.48
2447,199729.73
2448,148801.98
2449,106168.19
2450,147559.52
2451,120934.516
2452,235373.48
2453,85724.04
2454,101229.08
2455,105446.18
2456,117326.29
2457,103240.5
2458,133734.06
2459,93494.28
2460,105402.305
2461,119825.89
2462,117232.234
2463,95751.086
2464,190818.27
2465,126361.484
2466,114684.08
2467,128217.22
2468,79256.77
2469,73724.91
2470,216486.33
2471,227550.42
2472,184868.45
2473,100543.67
2474,48947.56
2475,241265.03
2476,89565.03
2477,115004.28
2478,154651.05
2479,118087.77
2480,157668.55
2481,105200.266
2482,126848.17
2483,103615.88
2484,106585.35
2485,123471.484
2486,135574.64
2487,244463.27
2488,166414.6
2489,160207.47
2490,140792.08
2491,97112.734
2492,164369.22
2493,139804.7
2494,158132.64
2495,98577.32
2496,254506.58
2497,138366.39
2498,97942.484
2499,79909.266
2500,98711.65
2501,138280.42
2502,135318.52
2503,102782.305
2504,331696.2
2505,215246.83
2506,248535.42
2507,312172.28
2508,250041.33
2509,216662.66
2510,213007.92
2511,169945.3
2512,201510.55
2513,204660.2
2514,278734.66
2515,133486.42
2516,156777.44
2517,136997.55
2518,146745.73
2519,218359.23
2520,209586.19
2521,185558.62
2522,215117.64
2523,126171.84
2524,108209.3
2525,135314.53
2526,124795.01
2527,111126.06
2528,118965.7
2529,127612.33
2530,125926.484
2531,248212.23
2532,223518.52
2533,191791.73
2534,216588.05
2535,296829.72
2536,245832.11
2537,244403.02
2538,171780
2539,185884.89
2540,160836.45
2541,177668.2
2542,142345.25
2543,120657.64
2544,123190.41
2545,124166.59
2546,122188.26
2547,131118.67
2548,165097.69
2549,142415.86
2550,686885.6
2551,126173.96
2552,134621.39
2553,93296.29
2554,133211.36
2555,114361.56
2556,88861.7
2557,120483.64
2558,159646.53
2559,108997.125
2560,134526.95
2561,108203.69
2562,127118.016
2563,141005.7
2564,183899.25
2565,123667.234
2566,132116.42
2567,109283.72
2568,253192.25
2569,212263.53
2570,105978.61
2571,160399.52
2572,149685.34
2573,214811.31
2574,337674.16
2575,117177.88
2576,151120.78
2577,133106.08
2578,93464.02
2579,73969.68
2580,137769.27
2581,129451.87
2582,128553.06
2583,259260.7
2584,165813.61
2585,187959.17
2586,249044.02
2587,202841.2
2588,190320.73
2589,147436.81
2590,199217.39
2591,248160.95
2592,201295.6
2593,243013.03
2594,169968.52
2595,178496.27
2596,320755.1
2597,161718.23
2598,282834.03
2599,318162.4
2600,293266.1
2601,168407.88
2602,83072.5
2603,81568.61
2604,114155.63
2605,77484.41
2606,134770.47
2607,221140.77
2608,260479.78
2609,154476.55
2610,123170.69
2611,151856.95
2612,156611.11
2613,130877.19
2614,119154.89
2615,134764.05
2616,146797.48
2617,198267.38
2618,240456.56
2619,205190.75
2620,175003.17
2621,170787.95
2622,181852.05
2623,240371.69
2624,293558.53
2625,289798.16
2626,158025.83
2627,141674.77
2628,420219.47
2629,439371.03
2630,321196.72
2631,410215.84
2632,385593.7
2633,280353.47
2634,392752.4
2635,145311.08
2636,197672.14
2637,155699.67
2638,263812.2
2639,200753.52
2640,144377.17
2641,105445.836
2642,182936.42
2643,101322.17
2644,123950.086
2645,106762.63
2646,82683.2
2647,97554.734
2648,128343.81
2649,139139.7
2650,115329.44
2651,133977.02
2652,381317.44
2653,264851.47
2654,232120.52
2655,371735.84
2656,308587
2657,319722.9
2658,277059.44
2659,287305.66
2660,317084.97
2661,334294.2
2662,343280.8
2663,292985.8
2664,236086.12
2665,315030.84
2666,249634.2
2667,165023.9
2668,176575.69
2669,166194.95
2670,284557.22
2671,177028.7
2672,176521.45
2673,192503.55
2674,203949.3
2675,139169.67
2676,186462.92
2677,203116.69
2678,272419.34
2679,268097.5
2680,279819.22
2681,362387.66
2682,333839.97
2683,450185.16
2684,285753
2685,307001.53
2686,252234.67
2687,341128.22
2688,210140.45
2689,190274.48
2690,447701.4
2691,172360.55
2692,122013.44
2693,187102.38
2694,130120.52
2695,190039.6
2696,177707.02
2697,183849.95
2698,166263.69
2699,165258.72
2700,132782.86
2701,138243.02
2702,111366.12
2703,134125.8
2704,128945.72
2705,112981.16
2706,104897.37
2707,109641.766
2708,121341.59
2709,130840.09
2710,115442.91
2711,425930.9
2712,388670.1
2713,157534.33
2714,99006.53
2715,150403.92
2716,132000.53
2717,188737.77
2718,210413.14
2719,142057.14
2720,172633.72
2721,137668.92
2722,134540.73
2723,151719.97
2724,122151.05
2725,119595.89
2726,135058.95
2727,184355.62
2728,159205.4
2729,155026.83
2730,140194.36
2731,125558.62
2732,114321.08
2733,168417.14
2734,147853.08
2735,130856.2
2736,139969.36
2737,103058.73
2738,127149.57
2739,150476.23
2740,125429.69
2741,128418.16
2742,139213.22
2743,133665.1
2744,149880.86
2745,141977.77
2746,117999.91
2747,129325.484
2748,114407.99
2749,130556.28
2750,141671.31
2751,132088.05
2752,247095.33
2753,180291.08
2754,281300.78
2755,124503.875
2756,99426.805
2757,76488.02
2758,89811.24
2759,171574.2
2760,134759.36
2761,118864.28
2762,129133.945
2763,215891.14
2764,141789.08
2765,301765.2
2766,121147.11
2767,88813.984
2768,135055.17
2769,126712.89
2770,150599.4
2771,106673.93
2772,121676.35
2773,176733.77
2774,110735.375
2775,135068.42
2776,145328.23
2777,120261.41
2778,120739.54
2779,135785.98
2780,90888.984
2781,92463.69
2782,93992.945
2783,90767.28
2784,120484.93
2785,152703.72
2786,82354.08
2787,119611.08
2788,77061.47
2789,181804.23
2790,126559.21
2791,134111.14
2792,101871.13
2793,162682.61
2794,94919.88
2795,107218.05
2796,80840.125
2797,250678.45
2798,108886.61
2799,120402.414
2800,110958.15
2801,106626.44
2802,113500.266
2803,146691.27
2804,140684.44
2805,105306.86
2806,70702.83
2807,143595.89
2808,136043.62
2809,118300.22
2810,130233.13
2811,151044.73
2812,140593.45
2813,153208.05
2814,153145.5
2815,93588.1
2816,246892.33
2817,167266.08
2818,127034.28
2819,85658.89
2820,131070.34
2821,110072.46
2822,228099.77
2823,374387.28
2824,201627.92
2825,145107.83
2826,126684.805
2827,146343.06
2828,265177.2
2829,203177.45
2830,242609.73
2831,175097.86
2832,261917.2
2833,295361.72
2834,208262.02
2835,206955.42
2836,187058.05
2837,165271.73
2838,143476.23
2839,170611.81
2840,184680.22
2841,200573.9
2842,231322.22
2843,135262.55
2844,164749.22
2845,124563.84
2846,198857.08
2847,190946.95
2848,228861.33
2849,196578.33
2850,291852.16
2851,235870.36
2852,248415.89
2853,230535.25
2854,134994.17
2855,200003.9
2856,193718.27
2857,178071.98
2858,198344.84
2859,90355.59
2860,173105.42
2861,138348.14
2862,196449.77
2863,131372.6
2864,261147.77
2865,132607.03
2866,148180.48
2867,103646.58
2868,97112.08
2869,127824.31
2870,130428.266
2871,149705.17
2872,60557.125
2873,100280.75
2874,113688.56
2875,114938.92
2876,159498.77
2877,132183.67
2878,186792.89
2879,134312.7
2880,112344.21
2881,178217.67
2882,151261.64
2883,167465.5
2884,205552.58
2885,183080.89
2886,220136.48
2887,105002.9
2888,128495.59
2889,106739.7
2890,86973.13
2891,120505.64
2892,119850.09
2893,144311.84
2894,121228.83
2895,277075.28
2896,255245.3
2897,221928.27
2898,143596.7
2899,199210.89
2900,146504.28
2901,260882.27
2902,186017.12
2903,326275.2
2904,334061.47
2905,103700.86
2906,181776.02
2907,109748.766
2908,121666.41
2909,139321.61
2910,104841.93
2911,85597.76
2912,125173.8
2913,99018.19
2914,113324.28
2915,130672.6
2916,90453.95
2917,202567.14
2918,110592.44
2919,254609.92
